id,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,release_year,review_score
210,"DreamWorks Pictures' ""The Light Between Oceans"" is a heart-breaking drama about fate, love, moral dilemmas and the lengths to which one couple will go to see their dreams realized. Starring Academy Award (R) and Golden Globe (R) nominee Michael Fassbender, Oscar (R) winner Alicia Vikander, Academy Award and Golden Globe winner Rachel Weisz, Bryan Brown and Jack Thompson, the film is written for the screen and directed by Derek Cianfrance based on the acclaimed novel by M.L. Stedman. The producers are Academy Award nominee David Heyman, p.g.a. and Jeffrey Clifford, p.g.a. with Tom Karnowski, Rosie Alison, Jeff Skoll and Jonathan King serving as executive producers. In the years following World War I, Tom Sherbourne (Michael Fassbender), a young veteran still numb from his years in combat, takes a job as lighthouse keeper on Janus Rock, a remote island off the coast of Western Australia. As the island's sole inhabitant, he finds comfort in the monotony of the chores and the solitude of his surroundings. When he meets the daughter of the school's headmaster, Isabel Graysmark (Alicia Vikander), in the local town of Partageuse on the mainland, Tom is immediately captivated by her beauty, wit and passion, and they are soon married and living on the island. As their love flourishes, he begins to feel again, their happiness marred only by their inability to start a family, so when a rowboat with a dead man and infant girl mysteriously washes ashore, Isabel believes their prayers may have finally been answered. As a man of principle, Tom is torn between reporting the lost child and pleasing the woman he loves, and against his better judgment he agrees to let Isabel raise the child as their own, making a choice with devastating consequences. DreamWorks Pictures' ""The Light Between Oceans"" opens in U.S. theaters on September 2nd.",PG-13,Romance,Derek Cianfrance,Derek Cianfrance,2016-09-02,"Jan 24, 2017",$,12533911.0,132 minutes,,2016,61
211,"Set in rural America in 1964, an immigrant and single mother who works at a factory takes refuge from her hardships by imagining herself and her co-workers in Hollywood musicals.",R,Drama,Lars von Trier,Lars von Trier,2000-09-23,"Mar 20, 2001",$,2839256.0,137 minutes,Fine Line Features,2000,64
211,"Set in rural America in 1964, an immigrant and single mother who works at a factory takes refuge from her hardships by imagining herself and her co-workers in Hollywood musicals.",R,Musical and Performing Arts,Lars von Trier,Lars von Trier,2000-09-23,"Mar 20, 2001",$,2839256.0,137 minutes,Fine Line Features,2000,64
218,"A disturbing videotape appears to hold the power of life and death over those who view it in this offbeat thriller. A strange videotape begins making the rounds in a town in the Pacific Northwest; it is full of bizarre and haunting images, and after watching it, many viewers receive a telephone call in which they are warned they will die in seven days. A handful of teenagers who watched the tape while spending a weekend at a cabin in the mountains scoff at the threat, but as predicted, they all die suddenly on the same night. Rachel Keller (Naomi Watts), the aunt of one of the ill-fated teens, is a journalist who has decided to investigate the matter and travels West with her young son, Aidan (David Dorfman), a troubled child who has been drawing pictures of strange and ominous visions. Rachel managed to find the cabin in the woods and watches the video herself; afterward, she receives the same phone call, and realizes she must solve the puzzle of the video and the person or persons behind it within a week. Rachel turns to her ex, Noah (Martin Henderson), an expert in video technology, who at first is convinced the story is a hoax until he digs deeper into the mystery. The Ring was adapted from a 1996 Japanese film by Hideo Nakata, which became a massive box-office success in Asia and spawned two sequels.",PG-13,Drama,Gore Verbinski,Ehren Kruger,2002-10-18,"Mar 4, 2003",$,128579698.0,115 minutes,DreamWorks SKG,2002,68
218,"A disturbing videotape appears to hold the power of life and death over those who view it in this offbeat thriller. A strange videotape begins making the rounds in a town in the Pacific Northwest; it is full of bizarre and haunting images, and after watching it, many viewers receive a telephone call in which they are warned they will die in seven days. A handful of teenagers who watched the tape while spending a weekend at a cabin in the mountains scoff at the threat, but as predicted, they all die suddenly on the same night. Rachel Keller (Naomi Watts), the aunt of one of the ill-fated teens, is a journalist who has decided to investigate the matter and travels West with her young son, Aidan (David Dorfman), a troubled child who has been drawing pictures of strange and ominous visions. Rachel managed to find the cabin in the woods and watches the video herself; afterward, she receives the same phone call, and realizes she must solve the puzzle of the video and the person or persons behind it within a week. Rachel turns to her ex, Noah (Martin Henderson), an expert in video technology, who at first is convinced the story is a hoax until he digs deeper into the mystery. The Ring was adapted from a 1996 Japanese film by Hideo Nakata, which became a massive box-office success in Asia and spawned two sequels.",PG-13,Horror,Gore Verbinski,Ehren Kruger,2002-10-18,"Mar 4, 2003",$,128579698.0,115 minutes,DreamWorks SKG,2002,68
218,"A disturbing videotape appears to hold the power of life and death over those who view it in this offbeat thriller. A strange videotape begins making the rounds in a town in the Pacific Northwest; it is full of bizarre and haunting images, and after watching it, many viewers receive a telephone call in which they are warned they will die in seven days. A handful of teenagers who watched the tape while spending a weekend at a cabin in the mountains scoff at the threat, but as predicted, they all die suddenly on the same night. Rachel Keller (Naomi Watts), the aunt of one of the ill-fated teens, is a journalist who has decided to investigate the matter and travels West with her young son, Aidan (David Dorfman), a troubled child who has been drawing pictures of strange and ominous visions. Rachel managed to find the cabin in the woods and watches the video herself; afterward, she receives the same phone call, and realizes she must solve the puzzle of the video and the person or persons behind it within a week. Rachel turns to her ex, Noah (Martin Henderson), an expert in video technology, who at first is convinced the story is a hoax until he digs deeper into the mystery. The Ring was adapted from a 1996 Japanese film by Hideo Nakata, which became a massive box-office success in Asia and spawned two sequels.",PG-13,Mystery and Suspense,Gore Verbinski,Ehren Kruger,2002-10-18,"Mar 4, 2003",$,128579698.0,115 minutes,DreamWorks SKG,2002,68
218,"A disturbing videotape appears to hold the power of life and death over those who view it in this offbeat thriller. A strange videotape begins making the rounds in a town in the Pacific Northwest; it is full of bizarre and haunting images, and after watching it, many viewers receive a telephone call in which they are warned they will die in seven days. A handful of teenagers who watched the tape while spending a weekend at a cabin in the mountains scoff at the threat, but as predicted, they all die suddenly on the same night. Rachel Keller (Naomi Watts), the aunt of one of the ill-fated teens, is a journalist who has decided to investigate the matter and travels West with her young son, Aidan (David Dorfman), a troubled child who has been drawing pictures of strange and ominous visions. Rachel managed to find the cabin in the woods and watches the video herself; afterward, she receives the same phone call, and realizes she must solve the puzzle of the video and the person or persons behind it within a week. Rachel turns to her ex, Noah (Martin Henderson), an expert in video technology, who at first is convinced the story is a hoax until he digs deeper into the mystery. The Ring was adapted from a 1996 Japanese film by Hideo Nakata, which became a massive box-office success in Asia and spawned two sequels.",PG-13,Romance,Gore Verbinski,Ehren Kruger,2002-10-18,"Mar 4, 2003",$,128579698.0,115 minutes,DreamWorks SKG,2002,68
227,"A gifted young singer-songwriter recruits the new kid in town to manage her fledgling rock band in this music-driven comedy starring Vanessa Anne Hudgens and Gaelan Connell. Charlotte Banks (Aly Michalka) has what it takes to be a true rock star, and with the battle of the bands approaching she's determined to win. Her chief opponent in the upcoming competition is none other than her egotistical ex-boyfriend Ben (Scott Porter). Ben may be cocky, but there's no denying his charisma when he takes the stage. With a little help from new arrival Will Burton (Connell), Charlotte's band begins to develop a unique sound and starts writing some original songs. Meanwhile, as Will and singer/guitarist Sa5m (Hudgeons) start to make a love connection, disaster strikes, and the band is forced to choose between conceding the competition or standing tall and finally living up to their true potential.",PG,Comedy,Todd Graff,,2009-08-14,"Mar 16, 2010",$,5205343.0,111 minutes,Summit Entertainment,2009,80
227,"A gifted young singer-songwriter recruits the new kid in town to manage her fledgling rock band in this music-driven comedy starring Vanessa Anne Hudgens and Gaelan Connell. Charlotte Banks (Aly Michalka) has what it takes to be a true rock star, and with the battle of the bands approaching she's determined to win. Her chief opponent in the upcoming competition is none other than her egotistical ex-boyfriend Ben (Scott Porter). Ben may be cocky, but there's no denying his charisma when he takes the stage. With a little help from new arrival Will Burton (Connell), Charlotte's band begins to develop a unique sound and starts writing some original songs. Meanwhile, as Will and singer/guitarist Sa5m (Hudgeons) start to make a love connection, disaster strikes, and the band is forced to choose between conceding the competition or standing tall and finally living up to their true potential.",PG,Drama,Todd Graff,,2009-08-14,"Mar 16, 2010",$,5205343.0,111 minutes,Summit Entertainment,2009,80
227,"A gifted young singer-songwriter recruits the new kid in town to manage her fledgling rock band in this music-driven comedy starring Vanessa Anne Hudgens and Gaelan Connell. Charlotte Banks (Aly Michalka) has what it takes to be a true rock star, and with the battle of the bands approaching she's determined to win. Her chief opponent in the upcoming competition is none other than her egotistical ex-boyfriend Ben (Scott Porter). Ben may be cocky, but there's no denying his charisma when he takes the stage. With a little help from new arrival Will Burton (Connell), Charlotte's band begins to develop a unique sound and starts writing some original songs. Meanwhile, as Will and singer/guitarist Sa5m (Hudgeons) start to make a love connection, disaster strikes, and the band is forced to choose between conceding the competition or standing tall and finally living up to their true potential.",PG,Musical and Performing Arts,Todd Graff,,2009-08-14,"Mar 16, 2010",$,5205343.0,111 minutes,Summit Entertainment,2009,80
249,"To save his son from ruthless gangsters, a streetwise ex-con finds himself coerced into performing a series of crimes in this gritty thriller. Waist Deep features Tyrese Gibson as O2, a young father and recent parolee whose life on the outside is upended when his young son Junior is taken hostage after an auto-theft gone wrong. After learning that his boy is in the hands of a mob boss named Meat (The Game), O2 is forced to break the law once again to satisfy his demands, and teams up with Coco (Meagan Good), a hooker with ties to Meat, to get into the gangster's inner sanctum and save his son. Waist Deep marked the acting debut of rapper The Game.",R,Action and Adventure,Stan Lathan|Vondie Curtis-Hall,Vondie Curtis-Hall|Darin Scott,2006-06-23,"Oct 10, 2006",$,21318194.0,97 minutes,Focus Features,2006,25
249,"To save his son from ruthless gangsters, a streetwise ex-con finds himself coerced into performing a series of crimes in this gritty thriller. Waist Deep features Tyrese Gibson as O2, a young father and recent parolee whose life on the outside is upended when his young son Junior is taken hostage after an auto-theft gone wrong. After learning that his boy is in the hands of a mob boss named Meat (The Game), O2 is forced to break the law once again to satisfy his demands, and teams up with Coco (Meagan Good), a hooker with ties to Meat, to get into the gangster's inner sanctum and save his son. Waist Deep marked the acting debut of rapper The Game.",R,Drama,Stan Lathan|Vondie Curtis-Hall,Vondie Curtis-Hall|Darin Scott,2006-06-23,"Oct 10, 2006",$,21318194.0,97 minutes,Focus Features,2006,25
251,"In this adaptation of the novel ""The Price of Salt"" by Patricia Highsmith, Therese (Rooney Mara), a young department-store clerk in 1950s Manhattan, meets Carol (Cate Blanchett), a beautiful older woman stuck in a depressing marriage of convenience. As their bond deepens and they become romantically involved, Carol finds the strength to leave her husband (Kyle Chandler). Unfortunately, her spouse starts to raise questions about her fitness as a mother when he realizes that Carol's relationships with her best friend Abby (Sarah Paulson) and Therese are more than just friendships. Directed by Todd Haynes.",R,Drama,Todd Haynes,Phyllis Nagy,2015-11-20,"Mar 15, 2016",$,8518148.0,118 minutes,The Weinstein Company,2015,94
251,"In this adaptation of the novel ""The Price of Salt"" by Patricia Highsmith, Therese (Rooney Mara), a young department-store clerk in 1950s Manhattan, meets Carol (Cate Blanchett), a beautiful older woman stuck in a depressing marriage of convenience. As their bond deepens and they become romantically involved, Carol finds the strength to leave her husband (Kyle Chandler). Unfortunately, her spouse starts to raise questions about her fitness as a mother when he realizes that Carol's relationships with her best friend Abby (Sarah Paulson) and Therese are more than just friendships. Directed by Todd Haynes.",R,Romance,Todd Haynes,Phyllis Nagy,2015-11-20,"Mar 15, 2016",$,8518148.0,118 minutes,The Weinstein Company,2015,94
263,"Taking his cue from such 1970s horror classics as The Texas Chainsaw Massacre (1974) and The Hills Have Eyes (1977), animated rocker Rob Zombie goes celluloid with the throwback shocker House of 1000 Corpses. Running low on gas as they travel the highways of America in search of the ultimate roadside attraction, a group of teens pull into Captain Spaulding's (Sid Haig) museum of oddities (which also offers fried chicken and gasoline) only to become obsessed with uncovering the mystery of a legendary local maniac known only as Dr. Satan. When an attractive and mysterious hitchhiker subsequently offers to give the thrill seekers a personal tour of Dr. Satan's old stabbing grounds, a breakdown forces them to take refuge with a group of menacing oddballs as a fearsome storm rages outside. As the evening progresses and the backwoods hosts' Halloween festivities become ever more threatening, the teens soon realize that the legend of Dr. Satan may hold a bit more contemporary weight than any of them had previously thought.",R,Horror,Rob Zombie,Rob Zombie,2003-04-11,"Aug 12, 2003",$,12583510.0,88 minutes,Lions Gate Films Inc.,2003,18
267,"A serial dater afflicted with a lifelong curse of loneliness attempts to win the love of a clumsy but beautiful penguin expert in the one romantic comedy that proves true love never comes easy. As a ten-year-old boy, Charlie (Dane Cook), breaks the cardinal rule of spin-the-bottle by refusing to kiss a demented goth girl. Crushed by the disheartening snub and determined to ensure that Charlie never finds true love, the vengeful brooder places a hex on the cowardly rule breaker that follows him well into his adult life. Flash-forward 20 years, and Charlie is a successful dentist who just can't seem to maintain a stable relationship. Sure he's had his fair share of one-night stands, but these days Charlie is just looking to find a nice girl he can settle down with. One day, while attending an ex-girlfriend's wedding, Charlie realizes that every girl he has ever dated has proceeded to find true love with the very next man they've met. When word gets out that Charlie is something of a lucky charm for women looking to tie the knot, every women within a 100-mile radius comes calling for a one-night stand; and while taking a bevy of beauties to bed is fun for the time being, it doesn't take long for Charlie to realize just how empty sex can be without true love. Upon meeting hard-to-get aquatic bird specialist Cam (Jessica Alba), Charlie begins to suspect that he has found the woman of his dreams. Cam is the kind of woman whom Charlie would be happy to grow old with, but what will come of their relationship if Charlie and Cam sleep together? Now, in order to ensure that Cam doesn't end up with the next guy she meets, Charlie will finally attempt to break the curse that has plagued him since childhood. Perhaps with a little help from smooth-talking ladies' man and sympathetic best friend Stu (Dan Fogler), Charlie will finally be able to experience true happiness.",R,Comedy,Mark Helfrich,Josh Stolberg,2007-09-21,"Jan 15, 2008",$,35000629.0,101 minutes,Lionsgate Films,2007,5
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Action and Adventure,,,2016-01-29,"Apr 26, 2016",$,976847.0,97 minutes,,2016,41
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Drama,,,2016-01-29,"Apr 26, 2016",$,976847.0,97 minutes,,2016,41
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Western,,,2016-01-29,"Apr 26, 2016",$,976847.0,97 minutes,,2016,41
281,"Seth MacFarlane directs, produces, co-writes and plays the role of the cowardly sheep farmer Albert in A Million Ways to Die in the West. After Albert backs out of a gunfight, his fickle girlfriend leaves him for another man. When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love. But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. Starring alongside MacFarlane are Oscar (R) winner Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman and Neil Patrick Harris. MacFarlane reunites many of the filmmakers behind Universal and MRC's hit film Ted including Scott Stuber (Bluegrass Films) and Jason Clark who produce, and Wellesley Wild and Alec Sulkin who co-wrote the script. (c)Universal",R,Comedy,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,2014-05-30,"Oct 7, 2014",$,37331031.0,116 minutes,Universal Pictures,2014,32
281,"Seth MacFarlane directs, produces, co-writes and plays the role of the cowardly sheep farmer Albert in A Million Ways to Die in the West. After Albert backs out of a gunfight, his fickle girlfriend leaves him for another man. When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love. But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. Starring alongside MacFarlane are Oscar (R) winner Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman and Neil Patrick Harris. MacFarlane reunites many of the filmmakers behind Universal and MRC's hit film Ted including Scott Stuber (Bluegrass Films) and Jason Clark who produce, and Wellesley Wild and Alec Sulkin who co-wrote the script. (c)Universal",R,Western,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,2014-05-30,"Oct 7, 2014",$,37331031.0,116 minutes,Universal Pictures,2014,32
285,"An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim (Tim and Eric Awesome Show, Great Job)",R,Comedy,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,2012-03-02,"May 8, 2012",$,145778.0,94 minutes,Magnolia Pictures,2012,32
290,Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters,R,Action and Adventure,Michael Mann,Michael Mann,2006-07-28,"Dec 5, 2006",$,63400000.0,132 minutes,Universal Pictures,2006,50
290,Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters,R,Drama,Michael Mann,Michael Mann,2006-07-28,"Dec 5, 2006",$,63400000.0,132 minutes,Universal Pictures,2006,50
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure,,,2006-09-01,"Feb 20, 2007",$,7009668.0,95 minutes,Sony Pictures Entertainment,2006,1
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Drama,,,2006-09-01,"Feb 20, 2007",$,7009668.0,95 minutes,Sony Pictures Entertainment,2006,1
300,"Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,2010-08-13,"Nov 23, 2010",$,80574010.0,133 minutes,Sony Pictures,2010,37
301,"From writer/director David Koepp (Stir of Echoes) comes this filmed adaptation of Stephen King's novella Secret Window, Secret Garden, one of four stories in the collection Four Past Midnight. Johnny Depp stars as Mort Rainey, a recently divorced author who decides to take some time off at his cottage. Unfortunately for Rainey, John Shooter (John Turturro), an unbalanced wannabe writer, tracks him down, claiming that Rainey plagiarized his work. Also starring Maria Bello, Charles S. Dutton, and Timothy Hutton, Secret Window is the second story from Four Past Midnight to be adapted as a film, the first being 1995's made-for-television The Langoliers.",PG-13,Drama,David Koepp,David Koepp,2004-03-12,"Jun 22, 2004",$,47781388.0,95 minutes,Columbia Pictures,2004,44
301,"From writer/director David Koepp (Stir of Echoes) comes this filmed adaptation of Stephen King's novella Secret Window, Secret Garden, one of four stories in the collection Four Past Midnight. Johnny Depp stars as Mort Rainey, a recently divorced author who decides to take some time off at his cottage. Unfortunately for Rainey, John Shooter (John Turturro), an unbalanced wannabe writer, tracks him down, claiming that Rainey plagiarized his work. Also starring Maria Bello, Charles S. Dutton, and Timothy Hutton, Secret Window is the second story from Four Past Midnight to be adapted as a film, the first being 1995's made-for-television The Langoliers.",PG-13,Mystery and Suspense,David Koepp,David Koepp,2004-03-12,"Jun 22, 2004",$,47781388.0,95 minutes,Columbia Pictures,2004,44
304,"Friends with Kids is a daring and poignant ensemble comedy about a close-knit circle of friends at that moment in life when children arrive and everything changes. The last two singles in the group observe the effect that kids have had on their friends' relationships and wonder if there's a better way. They decide to have a kid together - and date other people. There are big laughs and unexpected emotional truths as this unconventional 'experiment' leads everyone in the group to question the nature of friendship, family and, finally, true love. -- (C) Official Site",R,Comedy,Jennifer Westfeldt,Jennifer Westfeldt,2012-03-09,"Jul 17, 2012",$,5600000.0,107 minutes,Roadside Attractions,2012,65
304,"Friends with Kids is a daring and poignant ensemble comedy about a close-knit circle of friends at that moment in life when children arrive and everything changes. The last two singles in the group observe the effect that kids have had on their friends' relationships and wonder if there's a better way. They decide to have a kid together - and date other people. There are big laughs and unexpected emotional truths as this unconventional 'experiment' leads everyone in the group to question the nature of friendship, family and, finally, true love. -- (C) Official Site",R,Drama,Jennifer Westfeldt,Jennifer Westfeldt,2012-03-09,"Jul 17, 2012",$,5600000.0,107 minutes,Roadside Attractions,2012,65
321,"Unlimited funds have allowed Diana (McCarthy) to live it up on the outskirts of Miami, where the queen of retail buys whatever strikes her fancy. There's only one glitch: The ID she's using to finance these sprees reads ""Sandy Bigelow Patterson""....and it belongs to an accounts rep (Bateman) who lives halfway across the U.S. With only one week to hunt down the con artist before his world implodes, the real Sandy Bigelow Patterson heads south to confront the woman with an all-access pass to his life. And as he attempts to bribe, coax and wrangle her the 2,000 miles to Denver, one easy target will discover just how tough it is to get your name back. -- (C) Official Site",R,Comedy,Seth Gordon,Craig Mazin,2013-02-07,"Jun 4, 2013",$,134455175.0,111 minutes,Universal Pictures,2013,18
322,"When her heart is stolen by a seductive stranger, a young woman is swept away to a house atop a mountain of blood-red clay: a place",R,Horror,Guillermo del Toro,Guillermo del Toro|Matthew Robbins|Lucinda Coxon,2015-10-16,"Feb 9, 2016",$,25957696.0,119 minutes,Universal Pictures,2015,71
331,The three-day music festival Zaire '74 and the emerging musical crossover between Africa and America is documented.,PG-13,Documentary,Jeffrey Levy-Hinte,,2009-07-10,"Jan 26, 2010",$,200000.0,93 minutes,Sony Pictures Classics,2009,80
331,The three-day music festival Zaire '74 and the emerging musical crossover between Africa and America is documented.,PG-13,Musical and Performing Arts,Jeffrey Levy-Hinte,,2009-07-10,"Jan 26, 2010",$,200000.0,93 minutes,Sony Pictures Classics,2009,80
337,"In 1937, Nanking stands at the forefront of a war between China and Japan. As the invading Japanese Imperial Army overruns China's capital city, desperate civilians seek refuge behind the nominally protective walls of a western cathedral. Here, John Miller (Christian Bale), an American trapped amidst the chaos of battle and the ensuing occupation takes shelter, joined by a group of innocent schoolgirls and thirteen courtesans, equally determined to escape the horrors taking place outside the church walls. Struggling to survive the violence and persecution wrought by the Japanese army, it is an act of heroism which eventually leads the seemingly disparate group to fight back, risking their lives for the sake of everyone. -- (C) Wrekin Hill",R,Art House and International,Yimou Zhang,Yan Geling,2011-12-21,"Jul 10, 2012",$,308164.0,142 minutes,Wrekin Hill Entertainment,2011,39
337,"In 1937, Nanking stands at the forefront of a war between China and Japan. As the invading Japanese Imperial Army overruns China's capital city, desperate civilians seek refuge behind the nominally protective walls of a western cathedral. Here, John Miller (Christian Bale), an American trapped amidst the chaos of battle and the ensuing occupation takes shelter, joined by a group of innocent schoolgirls and thirteen courtesans, equally determined to escape the horrors taking place outside the church walls. Struggling to survive the violence and persecution wrought by the Japanese army, it is an act of heroism which eventually leads the seemingly disparate group to fight back, risking their lives for the sake of everyone. -- (C) Wrekin Hill",R,Drama,Yimou Zhang,Yan Geling,2011-12-21,"Jul 10, 2012",$,308164.0,142 minutes,Wrekin Hill Entertainment,2011,39
337,"In 1937, Nanking stands at the forefront of a war between China and Japan. As the invading Japanese Imperial Army overruns China's capital city, desperate civilians seek refuge behind the nominally protective walls of a western cathedral. Here, John Miller (Christian Bale), an American trapped amidst the chaos of battle and the ensuing occupation takes shelter, joined by a group of innocent schoolgirls and thirteen courtesans, equally determined to escape the horrors taking place outside the church walls. Struggling to survive the violence and persecution wrought by the Japanese army, it is an act of heroism which eventually leads the seemingly disparate group to fight back, risking their lives for the sake of everyone. -- (C) Wrekin Hill",R,Special Interest,Yimou Zhang,Yan Geling,2011-12-21,"Jul 10, 2012",$,308164.0,142 minutes,Wrekin Hill Entertainment,2011,39
338,"""Hereafter"" tells the story of three people who are touched by death in different ways. George is a blue-collar American who has a special connection to the afterlife. On the other side of the world, Marie, a French journalist, has a near-death experience that shakes her reality. And when Marcus, a London schoolboy, loses the person closest to him, he desperately needs answers. Each on a path in search of the truth, their lives will intersect, forever changed by what they believe might -- or must -- exist in the hereafter.",PG-13,Drama,Clint Eastwood,Peter Morgan,2010-10-22,"Mar 15, 2011",$,32741596.0,126 minutes,Warner Bros. Pictures,2010,47
338,"""Hereafter"" tells the story of three people who are touched by death in different ways. George is a blue-collar American who has a special connection to the afterlife. On the other side of the world, Marie, a French journalist, has a near-death experience that shakes her reality. And when Marcus, a London schoolboy, loses the person closest to him, he desperately needs answers. Each on a path in search of the truth, their lives will intersect, forever changed by what they believe might -- or must -- exist in the hereafter.",PG-13,Mystery and Suspense,Clint Eastwood,Peter Morgan,2010-10-22,"Mar 15, 2011",$,32741596.0,126 minutes,Warner Bros. Pictures,2010,47
345,"When five struggling single moms put aside their differences to form a support group, they find inspiration and laughter in their new sisterhood, and help each other overcome the obstacles that stand in their way. (c) Lionsgate",PG-13,Comedy,Tyler Perry,Tyler Perry,2014-03-14,"Jul 22, 2014",$,15986272.0,111 minutes,Lionsgate Films,2014,16
345,"When five struggling single moms put aside their differences to form a support group, they find inspiration and laughter in their new sisterhood, and help each other overcome the obstacles that stand in their way. (c) Lionsgate",PG-13,Drama,Tyler Perry,Tyler Perry,2014-03-14,"Jul 22, 2014",$,15986272.0,111 minutes,Lionsgate Films,2014,16
355,"Crossing new lines and breaking old barriers, A HAUNTED HOUSE 2 is the sequel to the hilarious box-office hit starring Marlon Wayans as Malcolm who, after exorcising the demons of his ex, is starting fresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events. With spine-tingling tension and hilarious punch-lines A HAUNTED HOUSE 2 is inspired by the latest supernatural horror movie franchises and shows that this time... it's not just the house that's haunted",R,Comedy,Michael Tiddes,Marlon Wayans,2014-04-18,"Aug 12, 2014",$,13710572.0,87 minutes,Open Road Films,2014,12
356,"The film follows the second Earl of Rochester's adventures in London, from his passionate romance with a young actress, Elizabeth Barry, to the writing of a scurrilous play which blisteringly and bawdily lampoons the very monarch who commissioned it, Charles II, leading to the Earl's banishment and eventual downfall.",R,Drama,Laurence Dunmore,Stephen Jeffreys,2006-03-10,"Jul 4, 2006",$,4756532.0,114 minutes,Weinstein Company,2006,34
357,"Planet 51 is a galactic-sized animated alien adventure comedy revolving around American astronaut Captain Charles ""Chuck"" Baker, who lands on Planet 51 thinking he's the first person to step foot on it. To his surprise, he finds that this planet is inhabited by little green people who are happily living in a white picket fence world reminiscent of a cheerfully innocent 1950s America, and whose only fear is that it will be overrun by alien invaders...like Chuck",PG,Action and Adventure,Jorge Blanco,Joe Stillman,2009-11-20,"Mar 9, 2010",$,42194060.0,91 minutes,Sony Pictures/TriStar Pictures,2009,24
357,"Planet 51 is a galactic-sized animated alien adventure comedy revolving around American astronaut Captain Charles ""Chuck"" Baker, who lands on Planet 51 thinking he's the first person to step foot on it. To his surprise, he finds that this planet is inhabited by little green people who are happily living in a white picket fence world reminiscent of a cheerfully innocent 1950s America, and whose only fear is that it will be overrun by alien invaders...like Chuck",PG,Animation,Jorge Blanco,Joe Stillman,2009-11-20,"Mar 9, 2010",$,42194060.0,91 minutes,Sony Pictures/TriStar Pictures,2009,24
